recipeNames,ingredients,,,,,,,,,,,,,,,all_ingredients
Poppy Seed Bread with Glaze, 3 cups all-purpose flour // 1 1/2 teaspoons salt // 1 1/2 teaspoons baking powder // 3 tablespoons poppy seeds // 1 1/2 teaspoons butter flavored extract // 1 1/3 cups vegetable oil // 3 eggs // 1 1/2 cups milk // 2 1/4 cups white sugar // 1 1/2 teaspoons vanilla extract // 1 1/2 teaspoons almond extract // 1/4 cup orange juice // 1/2 teaspoon butter flavored extract // 1/2 teaspoon almond extract // 1 teaspoon vanilla extract // 2 cups confectioners' sugar //,,,,,,,,,,,,,,,Poppy Seed Bread with Glaze //  3 cups all-purpose flour // 1 1/2 teaspoons salt // 1 1/2 teaspoons baking powder // 3 tablespoons poppy seeds // 1 1/2 teaspoons butter flavored extract // 1 1/3 cups vegetable oil // 3 eggs // 1 1/2 cups milk // 2 1/4 cups white sugar // 1 1/2 teaspoons vanilla extract // 1 1/2 teaspoons almond extract // 1/4 cup orange juice // 1/2 teaspoon butter flavored extract // 1/2 teaspoon almond extract // 1 teaspoon vanilla extract // 2 cups confectioners' sugar //
Czech Christmas Hoska, 1 (0.6 ounce) cake compressed fresh yeast // 1/4 cup warm water (110 degrees F/45 degrees C) // 1/2 cup white sugar // 1/2 cup butter // 1 egg, beaten // 1 teaspoon salt // 2 cups scalded milk // 6 cups all-purpose flour // 1 pinch ground ginger // 1 pinch ground mace // 1/4 teaspoon orange zest // 1/2 cup golden raisins // 1/2 cup candied mixed fruit peel // 1/2 cup blanched slivered almonds // 1 egg yolk // 1 tablespoon milk // 2 tablespoons confectioners' sugar //,,,,,,,,,,,,,,Czech Christmas Hoska //  1 (0.6 ounce) cake compressed fresh yeast // 1/4 cup warm water (110 degrees F/45 degrees C) // 1/2 cup white sugar // 1/2 cup butter // 1 egg //  beaten // 1 teaspoon salt // 2 cups scalded milk // 6 cups all-purpose flour // 1 pinch ground ginger // 1 pinch ground mace // 1/4 teaspoon orange zest // 1/2 cup golden raisins // 1/2 cup candied mixed fruit peel // 1/2 cup blanched slivered almonds // 1 egg yolk // 1 tablespoon milk // 2 tablespoons confectioners' sugar //
Applesauce Bread I, 3 cups all-purpose flour // 3 eggs // 2 cups white sugar // 1 cup vegetable oil // 2 cups applesauce // 1 cup raisins (optional) // 1 teaspoon ground cinnamon // 1 teaspoon baking soda // 1/4 teaspoon baking powder // 1/2 cup sour cream //,,,,,,,,,,,,,,,Applesauce Bread I //  3 cups all-purpose flour // 3 eggs // 2 cups white sugar // 1 cup vegetable oil // 2 cups applesauce // 1 cup raisins (optional) // 1 teaspoon ground cinnamon // 1 teaspoon baking soda // 1/4 teaspoon baking powder // 1/2 cup sour cream //
Raisin Brown Bread, 2 cups boiling water // 1 cup rolled oats // 2 tablespoons shortening // 3 tablespoons brown sugar // 4 teaspoons salt // 1 cup molasses // 1/2 cup warm water (110 degrees F/45 degrees C) // 1 teaspoon white sugar // 2 tablespoons active dry yeast // 3 cups warm water (110 degrees F/45 degrees C) // 12 cups bread flour // 1 1/2 cups raisins // 1 1/2 teaspoons ground cinnamon //,,,,,,,,,,,,,,,Raisin Brown Bread //  2 cups boiling water // 1 cup rolled oats // 2 tablespoons shortening // 3 tablespoons brown sugar // 4 teaspoons salt // 1 cup molasses // 1/2 cup warm water (110 degrees F/45 degrees C) // 1 teaspoon white sugar // 2 tablespoons active dry yeast // 3 cups warm water (110 degrees F/45 degrees C) // 12 cups bread flour // 1 1/2 cups raisins // 1 1/2 teaspoons ground cinnamon //
Applesauce Raisin Bread, 1 1/2 cups all-purpose flour // 1 1/2 teaspoons baking powder // 1/2 teaspoon baking soda // 1 1/2 teaspoons ground cinnamon // 1 cup quick cooking oats // 3/4 cup packed brown sugar // 3/4 cup raisins // 1 1/4 cups applesauce // 1/3 cup vegetable oil // 2 eggs, beaten // 1/4 cup milk // 1/4 cup apple juice //,,,,,,,,,,,,,,Applesauce Raisin Bread //  1 1/2 cups all-purpose flour // 1 1/2 teaspoons baking powder // 1/2 teaspoon baking soda // 1 1/2 teaspoons ground cinnamon // 1 cup quick cooking oats // 3/4 cup packed brown sugar // 3/4 cup raisins // 1 1/4 cups applesauce // 1/3 cup vegetable oil // 2 eggs //  beaten // 1/4 cup milk // 1/4 cup apple juice //
Apple Raisin Bread, 1 1/2 cups all-purpose flour // 2 teaspoons baking powder // 1/4 teaspoon baking soda // 1 teaspoon salt // 1 1/4 teaspoons ground cinnamon // 1/4 teaspoon ground nutmeg // 2/3 cup packed brown sugar // 1 cup rolled oats // 1 1/2 cups grated apple // 1/4 cup chopped walnuts // 1/4 cup raisins // 2 eggs // 1/4 cup milk // 1/4 cup vegetable oil //,,,,,,,,,,,,,,,Apple Raisin Bread //  1 1/2 cups all-purpose flour // 2 teaspoons baking powder // 1/4 teaspoon baking soda // 1 teaspoon salt // 1 1/4 teaspoons ground cinnamon // 1/4 teaspoon ground nutmeg // 2/3 cup packed brown sugar // 1 cup rolled oats // 1 1/2 cups grated apple // 1/4 cup chopped walnuts // 1/4 cup raisins // 2 eggs // 1/4 cup milk // 1/4 cup vegetable oil //
Buttermilk Oatmeal Bread, 1 cup rolled oats // 1 cup buttermilk // 1/2 cup vegetable oil // 1 egg // 1/2 cup packed brown sugar // 1 cup all-purpose flour // 1 teaspoon baking powder // 1/2 teaspoon baking soda // 1/2 teaspoon salt //,,,,,,,,,,,,,,,Buttermilk Oatmeal Bread //  1 cup rolled oats // 1 cup buttermilk // 1/2 cup vegetable oil // 1 egg // 1/2 cup packed brown sugar // 1 cup all-purpose flour // 1 teaspoon baking powder // 1/2 teaspoon baking soda // 1/2 teaspoon salt //
Kolaches II, 1 cup shortening // 1/2 cup white sugar // 1 1/2 teaspoons salt // 2 1/2 cups scalded milk // 4 egg yolks, beaten // 1/2 teaspoon lemon extract // 1 1/2 tablespoons active dry yeast // 5 cups all-purpose flour // 1/2 cup fruit preserves //,,,,,,,,,,,,,,Kolaches II //  1 cup shortening // 1/2 cup white sugar // 1 1/2 teaspoons salt // 2 1/2 cups scalded milk // 4 egg yolks //  beaten // 1/2 teaspoon lemon extract // 1 1/2 tablespoons active dry yeast // 5 cups all-purpose flour // 1/2 cup fruit preserves //
Whole Wheat Bread II, 1/3 cup shortening // 1 cup hot water // 1 cup packed brown sugar // 3 (.25 ounce) packages active dry yeast // 4 cups warm water (110 degrees F/45 degrees C) // 4 tablespoons white sugar // 4 teaspoons salt // 6 cups bread flour // 6 cups whole wheat flour //,,,,,,,,,,,,,,,Whole Wheat Bread II //  1/3 cup shortening // 1 cup hot water // 1 cup packed brown sugar // 3 (.25 ounce) packages active dry yeast // 4 cups warm water (110 degrees F/45 degrees C) // 4 tablespoons white sugar // 4 teaspoons salt // 6 cups bread flour // 6 cups whole wheat flour //
Finnish Pulla, 2 cups milk // 1/2 cup warm water (110 degrees F/45 degrees C) // 1 (.25 ounce) package active dry yeast // 1 cup white sugar // 1 teaspoon salt // 1 teaspoon ground cardamom // 4 eggs, beaten // 9 cups all-purpose flour // 1/2 cup butter, melted // 1 egg, beaten // 2 tablespoons white sugar //,,,,,,,,,,,,Finnish Pulla //  2 cups milk // 1/2 cup warm water (110 degrees F/45 degrees C) // 1 (.25 ounce) package active dry yeast // 1 cup white sugar // 1 teaspoon salt // 1 teaspoon ground cardamom // 4 eggs //  beaten // 9 cups all-purpose flour // 1/2 cup butter //  melted // 1 egg //  beaten // 2 tablespoons white sugar //
Chinese Sizzling Rice Soup, 3 ounces baby shrimp // 3 ounces skinless, boneless chicken pieces cut into chunks // 1 egg // 4 tablespoons cornstarch // 4 cups vegetable oil for frying // 3 cups chicken broth // 1 ounce mushrooms, chopped // 2 tablespoons chopped water chestnuts // 1/8 cup diced bamboo shoots // 1/3 cup fresh green beans, cut into 1 inch pieces // 1/2 teaspoon salt // 1 tablespoon sherry // 2/3 cup uncooked white rice //,,,,,,,,,,,,Chinese Sizzling Rice Soup //  3 ounces baby shrimp // 3 ounces skinless //  boneless chicken pieces cut into chunks // 1 egg // 4 tablespoons cornstarch // 4 cups vegetable oil for frying // 3 cups chicken broth // 1 ounce mushrooms //  chopped // 2 tablespoons chopped water chestnuts // 1/8 cup diced bamboo shoots // 1/3 cup fresh green beans //  cut into 1 inch pieces // 1/2 teaspoon salt // 1 tablespoon sherry // 2/3 cup uncooked white rice //
Zuppa Toscana, 1 (16 ounce) package smoked sausage // 2 potatoes, cut into 1/4-inch slices // 3/4 cup chopped onion // 6 slices bacon // 1 1/2 teaspoons minced garlic // 2 cups kale - washed, dried, and shredded // 2 tablespoons chicken bouillon powder // 1 quart water // 1/3 cup heavy whipping cream //,,,,,,,,,,,,Zuppa Toscana //  1 (16 ounce) package smoked sausage // 2 potatoes //  cut into 1/4-inch slices // 3/4 cup chopped onion // 6 slices bacon // 1 1/2 teaspoons minced garlic // 2 cups kale - washed //  dried //  and shredded // 2 tablespoons chicken bouillon powder // 1 quart water // 1/3 cup heavy whipping cream //
Chili II, 2 pounds ground beef // 1 onion, chopped // 2 (16 ounce) cans chili beans // 1 (15 ounce) can tomato sauce // 1 (10 ounce) can diced tomatoes with green chile peppers // 1 (14.5 ounce) can peeled and diced tomatoes // 11 1/2 fluid ounces tomato juice // 1 (4 ounce) can diced green chiles // 1 (1.25 ounce) package chili seasoning mix //,,,,,,,,,,,,,,Chili II //  2 pounds ground beef // 1 onion //  chopped // 2 (16 ounce) cans chili beans // 1 (15 ounce) can tomato sauce // 1 (10 ounce) can diced tomatoes with green chile peppers // 1 (14.5 ounce) can peeled and diced tomatoes // 11 1/2 fluid ounces tomato juice // 1 (4 ounce) can diced green chiles // 1 (1.25 ounce) package chili seasoning mix //
Butter Soup, 8 cups water // 6 potatoes, cubed // 1 yellow onion // 1 tablespoon butter // 1 bay leaf // 2 teaspoons dried parsley // salt to taste // ground black pepper to taste // 1 cup all-purpose flour // 2 eggs // 1/2 cup half-and-half cream //,,,,,,,,,,,,,,Butter Soup //  8 cups water // 6 potatoes //  cubed // 1 yellow onion // 1 tablespoon butter // 1 bay leaf // 2 teaspoons dried parsley // salt to taste // ground black pepper to taste // 1 cup all-purpose flour // 2 eggs // 1/2 cup half-and-half cream //
Lentil Soup I, 1/2 cup brown lentils // 1/2 cup red lentils // 4 cups water // 2 potatoes, peeled and quartered // 1 stalk celery, finely chopped // 1 carrot, finely chopped // 3 tablespoons chicken bouillon powder // 3 whole cloves // 1/4 teaspoon salt // 1/4 teaspoon ground black pepper //,,,,,,,,,,,,Lentil Soup I //  1/2 cup brown lentils // 1/2 cup red lentils // 4 cups water // 2 potatoes //  peeled and quartered // 1 stalk celery //  finely chopped // 1 carrot //  finely chopped // 3 tablespoons chicken bouillon powder // 3 whole cloves // 1/4 teaspoon salt // 1/4 teaspoon ground black pepper //
Cheesy Leek and Mustard Soup, 1 1/2 pounds leeks, sliced // 1 onion, chopped // 1 potato, cubed // 1 carrot, chopped // 1 tablespoon margarine // 1 tablespoon olive oil // 1 1/4 teaspoons dry mustard powder // 2 teaspoons cornstarch // 1/2 cup water // salt and pepper to taste // 1 teaspoon white sugar // 5 cups water // 1 cube vegetable bouillon // 1 cup heavy whipping cream // 1/8 cup shredded Gruyere cheese // 1/4 cup shredded Cheddar cheese //,,,,,,,,,,,Cheesy Leek and Mustard Soup //  1 1/2 pounds leeks //  sliced // 1 onion //  chopped // 1 potato //  cubed // 1 carrot //  chopped // 1 tablespoon margarine // 1 tablespoon olive oil // 1 1/4 teaspoons dry mustard powder // 2 teaspoons cornstarch // 1/2 cup water // salt and pepper to taste // 1 teaspoon white sugar // 5 cups water // 1 cube vegetable bouillon // 1 cup heavy whipping cream // 1/8 cup shredded Gruyere cheese // 1/4 cup shredded Cheddar cheese //
Cream Of Garlic Soup, 3/4 cup garlic cloves, peeled // 3 tablespoons olive oil // 2 1/2 cups chicken broth // 1 cup white wine // 2 1/2 cups milk // 1 cup heavy whipping cream // 1/2 cup peeled and cubed potatoes // salt and pepper to taste //,,,,,,,,,,,,,,Cream Of Garlic Soup //  3/4 cup garlic cloves //  peeled // 3 tablespoons olive oil // 2 1/2 cups chicken broth // 1 cup white wine // 2 1/2 cups milk // 1 cup heavy whipping cream // 1/2 cup peeled and cubed potatoes // salt and pepper to taste //
Brie Soup, 6 cups chicken stock // 1/4 cup butter // 8 tablespoons all-purpose flour // 12 ounces Brie cheese // 3/8 cup white wine // 2 ounces julienned carrots // 1/4 cup chopped celery // 2 ounces fresh mushrooms, sliced // 1/4 cup heavy whipping cream // salt and pepper to taste //,,,,,,,,,,,,,,Brie Soup //  6 cups chicken stock // 1/4 cup butter // 8 tablespoons all-purpose flour // 12 ounces Brie cheese // 3/8 cup white wine // 2 ounces julienned carrots // 1/4 cup chopped celery // 2 ounces fresh mushrooms //  sliced // 1/4 cup heavy whipping cream // salt and pepper to taste //
Cream of Mushroom Soup II, 1 pound fresh mushrooms // 1/4 cup margarine // 4 green onions, thinly sliced // 3 cloves garlic, chopped // 1 teaspoon chopped fresh thyme // 2 tablespoons all-purpose flour // 4 cups vegetable broth // 1 cup light cream // salt and pepper to taste // 1 sprig fresh thyme leaves // 1 tablespoon chopped fresh chives //,,,,,,,,,,,,,Cream of Mushroom Soup II //  1 pound fresh mushrooms // 1/4 cup margarine // 4 green onions //  thinly sliced // 3 cloves garlic //  chopped // 1 teaspoon chopped fresh thyme // 2 tablespoons all-purpose flour // 4 cups vegetable broth // 1 cup light cream // salt and pepper to taste // 1 sprig fresh thyme leaves // 1 tablespoon chopped fresh chives //
Saffron Mussel Bisque, 2 pounds mussels, cleaned and debearded // 1 1/4 cups white wine // 1 1/2 cups water // 3 tablespoons margarine // 1 tablespoon olive oil // 1 onion, chopped // 1 clove garlic, crushed // 1 leek, bulb only, chopped // 1/2 teaspoon fenugreek seeds, finely crushed // 1 1/2 tablespoons all-purpose flour // 6 saffron threads // 1 1/4 cups chicken broth // 1 tablespoon chopped fresh parsley // salt and pepper to taste // 2 tablespoons whipping cream //,,,,,,,,,Saffron Mussel Bisque //  2 pounds mussels //  cleaned and debearded // 1 1/4 cups white wine // 1 1/2 cups water // 3 tablespoons margarine // 1 tablespoon olive oil // 1 onion //  chopped // 1 clove garlic //  crushed // 1 leek //  bulb only //  chopped // 1/2 teaspoon fenugreek seeds //  finely crushed // 1 1/2 tablespoons all-purpose flour // 6 saffron threads // 1 1/4 cups chicken broth // 1 tablespoon chopped fresh parsley // salt and pepper to taste // 2 tablespoons whipping cream //
Wisconsin Cheese Soup I, 5 tablespoons margarine // 2 carrots, chopped // 2 stalks celery, chopped // 1 green bell pepper, chopped // 1 onion, chopped // 5 button mushrooms, chopped // 1/2 cup chopped ham // 1/2 cup all-purpose flour // 2 tablespoons cornstarch // 4 cups chicken broth // 4 cups milk // 1/2 teaspoon paprika // 1/4 teaspoon ground cayenne pepper // 1/2 teaspoon ground mustard // 2 cups shredded sharp Cheddar cheese // salt to taste // ground black pepper to taste //,,,,,,,,,,Wisconsin Cheese Soup I //  5 tablespoons margarine // 2 carrots //  chopped // 2 stalks celery //  chopped // 1 green bell pepper //  chopped // 1 onion //  chopped // 5 button mushrooms //  chopped // 1/2 cup chopped ham // 1/2 cup all-purpose flour // 2 tablespoons cornstarch // 4 cups chicken broth // 4 cups milk // 1/2 teaspoon paprika // 1/4 teaspoon ground cayenne pepper // 1/2 teaspoon ground mustard // 2 cups shredded sharp Cheddar cheese // salt to taste // ground black pepper to taste //
Authentic Pepper Pot Soup, 1 pound honeycomb tripe // 5 slices bacon, diced // 1/2 cup chopped onion // 1/2 cup chopped celery // 3 leeks, chopped // 1 bunch fresh parsley, chopped // 2 green bell peppers, diced // 2 quarts beef stock // 1/4 teaspoon dried thyme // 1/2 teaspoon dried marjoram // 1/2 teaspoon ground cloves (optional) // 1/4 teaspoon crushed red pepper flakes // 1 bay leaf // 1 teaspoon ground black pepper // 1 large potato, peeled and diced // 2 large carrots, diced // 4 tablespoons margarine // 4 tablespoons all-purpose flour //,,,,,,,,,Authentic Pepper Pot Soup //  1 pound honeycomb tripe // 5 slices bacon //  diced // 1/2 cup chopped onion // 1/2 cup chopped celery // 3 leeks //  chopped // 1 bunch fresh parsley //  chopped // 2 green bell peppers //  diced // 2 quarts beef stock // 1/4 teaspoon dried thyme // 1/2 teaspoon dried marjoram // 1/2 teaspoon ground cloves (optional) // 1/4 teaspoon crushed red pepper flakes // 1 bay leaf // 1 teaspoon ground black pepper // 1 large potato //  peeled and diced // 2 large carrots //  diced // 4 tablespoons margarine // 4 tablespoons all-purpose flour //
Broccoli Cheese Soup III, 4 cups fresh broccoli, cut into bite size pieces // 1 1/2 quarts chicken broth // 2 cups milk // 2 (10.75 ounce) cans  condensed cream of celery soup // 4 tablespoons cornstarch // 1/2 cup cold water // 2 cups shredded Cheddar cheese //,,,,,,,,,,,,,,Broccoli Cheese Soup III //  4 cups fresh broccoli //  cut into bite size pieces // 1 1/2 quarts chicken broth // 2 cups milk // 2 (10.75 ounce) cans  condensed cream of celery soup // 4 tablespoons cornstarch // 1/2 cup cold water // 2 cups shredded Cheddar cheese //
Luscious Lobster Bisque, 1/4 cup margarine // 1 onion, chopped // 1 clove garlic, minced // 1 carrot, chopped // 1 bay leaf // 1/2 teaspoon dried thyme // 6 lobster tails // 1 cup white wine // 1 cup chopped tomatoes // 6 cups chicken stock // 1 cup heavy whipping cream // 3 tablespoons chopped fresh parsley // salt to taste // ground black pepper to taste //,,,,,,,,,,,,Luscious Lobster Bisque //  1/4 cup margarine // 1 onion //  chopped // 1 clove garlic //  minced // 1 carrot //  chopped // 1 bay leaf // 1/2 teaspoon dried thyme // 6 lobster tails // 1 cup white wine // 1 cup chopped tomatoes // 6 cups chicken stock // 1 cup heavy whipping cream // 3 tablespoons chopped fresh parsley // salt to taste // ground black pepper to taste //
Callaloo Soup, 1 pound callaloo leaves or spinach // 6 cups chicken stock // 1 onion, chopped // 1/2 pound salt beef, fat removed and diced // 1/2 teaspoon ground black pepper // 6 tablespoons minced shallots // 1/4 teaspoon dried thyme // 1 green chile pepper, chopped // 1 cup okra // 1/2 pound crabmeat //,,,,,,,,,,,,Callaloo Soup //  1 pound callaloo leaves or spinach // 6 cups chicken stock // 1 onion //  chopped // 1/2 pound salt beef //  fat removed and diced // 1/2 teaspoon ground black pepper // 6 tablespoons minced shallots // 1/4 teaspoon dried thyme // 1 green chile pepper //  chopped // 1 cup okra // 1/2 pound crabmeat //
Canja, 3 pounds boneless, skinless chicken meat // 1 onion, chopped // 6 cups chicken stock // 1/4 cup long-grain white rice // 3/4 cup tomato - peeled, seeded and chopped // 1/2 cup chopped carrots // salt to taste // ground black pepper to taste // 3/4 cup diced ham // 1 tablespoon chopped fresh parsley //,,,,,,,,,,,,Canja //  3 pounds boneless //  skinless chicken meat // 1 onion //  chopped // 6 cups chicken stock // 1/4 cup long-grain white rice // 3/4 cup tomato - peeled //  seeded and chopped // 1/2 cup chopped carrots // salt to taste // ground black pepper to taste // 3/4 cup diced ham // 1 tablespoon chopped fresh parsley //
Claudette's Minestrone, 5 potatoes, peeled and cubed // 5 carrots, chopped // 4 stalks celery, chopped // 1 onion, chopped // 1 clove garlic, minced // 1/2 cup tomato paste // 1 (15 ounce) can kidney beans // 2 quarts water // 1 cup seashell pasta //,,,,,,,,,,Claudette's Minestrone //  5 potatoes //  peeled and cubed // 5 carrots //  chopped // 4 stalks celery //  chopped // 1 onion //  chopped // 1 clove garlic //  minced // 1/2 cup tomato paste // 1 (15 ounce) can kidney beans // 2 quarts water // 1 cup seashell pasta //
Popcorn Soup (Corn Chowder), 1/2 cup butter // 1 onion, chopped // 1 tablespoon dried parsley // 1/4 cup all-purpose flour // 2 quarts half-and-half cream // 2 (15.25 ounce) cans whole kernel corn // salt to taste // ground black pepper to taste //,,,,,,,,,,,,,,Popcorn Soup (Corn Chowder) //  1/2 cup butter // 1 onion //  chopped // 1 tablespoon dried parsley // 1/4 cup all-purpose flour // 2 quarts half-and-half cream // 2 (15.25 ounce) cans whole kernel corn // salt to taste // ground black pepper to taste //
Cream of Artichoke Soup I, 4 whole artichokes // 2 cups water // 2 cups chicken stock // 1/2 cup dry vermouth // 1 potato, diced // 1 small carrot, diced // 1 onion, chopped // 1 small stalk celery, diced // 2 cloves garlic, minced // 2 bay leaves // 1/2 teaspoon dried marjoram // 1 cup heavy whipping cream // 4 tablespoons grated Romano cheese // salt to taste // ground black pepper to taste //,,,,,,,,,,Cream of Artichoke Soup I //  4 whole artichokes // 2 cups water // 2 cups chicken stock // 1/2 cup dry vermouth // 1 potato //  diced // 1 small carrot //  diced // 1 onion //  chopped // 1 small stalk celery //  diced // 2 cloves garlic //  minced // 2 bay leaves // 1/2 teaspoon dried marjoram // 1 cup heavy whipping cream // 4 tablespoons grated Romano cheese // salt to taste // ground black pepper to taste //
Oriental Spicy and Sour Soup, 3 tablespoons vegetable oil // 2 red bell peppers, julienned // 1 bunch green onions, sliced diagonally into 1/2 inch pieces // 2 cups chicken broth // 2 cups vegetable stock // 2 tablespoons soy sauce // 2 teaspoons red wine vinegar // 1/2 teaspoon crushed red pepper flakes // 1/4 teaspoon salt // 1/8 teaspoon ground black pepper // 2 tablespoons cornstarch // 3 tablespoons water // 1 teaspoon sesame oil // 1/2 pound snow peas // 1 pound firm tofu, cubed // 1 (8 ounce) can sliced water chestnuts, drained //,,,,,,,,,,,Oriental Spicy and Sour Soup //  3 tablespoons vegetable oil // 2 red bell peppers //  julienned // 1 bunch green onions //  sliced diagonally into 1/2 inch pieces // 2 cups chicken broth // 2 cups vegetable stock // 2 tablespoons soy sauce // 2 teaspoons red wine vinegar // 1/2 teaspoon crushed red pepper flakes // 1/4 teaspoon salt // 1/8 teaspoon ground black pepper // 2 tablespoons cornstarch // 3 tablespoons water // 1 teaspoon sesame oil // 1/2 pound snow peas // 1 pound firm tofu //  cubed // 1 (8 ounce) can sliced water chestnuts //  drained //
Mulligatawny Soup II, 1 tablespoon ghee (clarified butter), or vegetable oil // 1 onion, chopped // 4 cloves garlic, minced // 2 teaspoons grated fresh ginger // 2 green chile peppers, chopped // 1/4 teaspoon ground cinnamon // 1/4 teaspoon ground cloves // 2 teaspoons ground coriander seed // 1 1/2 teaspoons ground cumin // 1 teaspoon ground turmeric // 4 pods cardamom, bruised // 1 tablespoon chopped fresh curry // 1 carrot, chopped // 1 apple - peeled, cored, and chopped // 1 large potato, peeled and diced // 1 cup Masoor dhal (red lentils), rinsed, drained // 8 cups chicken broth // 1 tablespoon tamarind concentrate // 1 tablespoon lemon juice // 2 cups coconut milk // 2 tablespoons chopped fresh cilantro //,,,,Mulligatawny Soup II //  1 tablespoon ghee (clarified butter) //  or vegetable oil // 1 onion //  chopped // 4 cloves garlic //  minced // 2 teaspoons grated fresh ginger // 2 green chile peppers //  chopped // 1/4 teaspoon ground cinnamon // 1/4 teaspoon ground cloves // 2 teaspoons ground coriander seed // 1 1/2 teaspoons ground cumin // 1 teaspoon ground turmeric // 4 pods cardamom //  bruised // 1 tablespoon chopped fresh curry // 1 carrot //  chopped // 1 apple - peeled //  cored //  and chopped // 1 large potato //  peeled and diced // 1 cup Masoor dhal (red lentils) //  rinsed //  drained // 8 cups chicken broth // 1 tablespoon tamarind concentrate // 1 tablespoon lemon juice // 2 cups coconut milk // 2 tablespoons chopped fresh cilantro //
Italian White Bean and Pancetta Soup, 6 ounces pancetta bacon, finely diced // 1/4 cup olive oil // 1 cup red onion, chopped // 1 cup chopped celery // 1 tablespoon chopped fresh sage // 1 teaspoon salt // 1 teaspoon ground black pepper // 6 cups chicken stock // 4 (19 ounce) cans cannellini beans, drained and rinsed // 2 cups seashell pasta // 1 teaspoon salt // 2 tablespoons finely chopped fresh parsley //,,,,,,,,,,,,Italian White Bean and Pancetta Soup //  6 ounces pancetta bacon //  finely diced // 1/4 cup olive oil // 1 cup red onion //  chopped // 1 cup chopped celery // 1 tablespoon chopped fresh sage // 1 teaspoon salt // 1 teaspoon ground black pepper // 6 cups chicken stock // 4 (19 ounce) cans cannellini beans //  drained and rinsed // 2 cups seashell pasta // 1 teaspoon salt // 2 tablespoons finely chopped fresh parsley //
Matzoh Ball Soup, 4 pounds whole chicken // 2 onions, cut into 1-inch cubes // 3 carrots, sliced // 2 stalks celery, thickly sliced // 1 cup chopped fresh dill weed // salt to taste // 2 tablespoons vegetable oil // 2 tablespoons chicken cracklings (grebenes), finely minced // 2 eggs, beaten // 1/2 cup matzo meal // 1 teaspoon salt // 1/4 cup vegetable broth //,,,,,,,,,,Matzoh Ball Soup //  4 pounds whole chicken // 2 onions //  cut into 1-inch cubes // 3 carrots //  sliced // 2 stalks celery //  thickly sliced // 1 cup chopped fresh dill weed // salt to taste // 2 tablespoons vegetable oil // 2 tablespoons chicken cracklings (grebenes) //  finely minced // 2 eggs //  beaten // 1/2 cup matzo meal // 1 teaspoon salt // 1/4 cup vegetable broth //
German Lentil Soup, 2 cups dried brown lentils, rinsed and drained // 3 cups chicken stock // 1 bay leaf // 1 cup chopped carrots // 1 cup chopped celery // 1 cup chopped onion // 1 cup cooked, cubed ham // 1 teaspoon Worcestershire sauce // 1/2 teaspoon garlic powder // 1/4 teaspoon freshly grated nutmeg // 5 drops hot pepper sauce // 1/4 teaspoon caraway seed // 1/2 teaspoon celery salt // 1 tablespoon chopped fresh parsley // 1/2 teaspoon ground black pepper //,,,,,,,,,,,,,German Lentil Soup //  2 cups dried brown lentils //  rinsed and drained // 3 cups chicken stock // 1 bay leaf // 1 cup chopped carrots // 1 cup chopped celery // 1 cup chopped onion // 1 cup cooked //  cubed ham // 1 teaspoon Worcestershire sauce // 1/2 teaspoon garlic powder // 1/4 teaspoon freshly grated nutmeg // 5 drops hot pepper sauce // 1/4 teaspoon caraway seed // 1/2 teaspoon celery salt // 1 tablespoon chopped fresh parsley // 1/2 teaspoon ground black pepper //
Cream of Asparagus Soup I, 1/4 cup margarine // 1 onion, chopped // 3 stalks celery, chopped // 3 tablespoons all-purpose flour // 4 cups water // 1 (10.5 ounce) can condensed chicken broth // 4 tablespoons chicken bouillon powder // 1 potato, peeled and diced // 1 pound fresh asparagus, trimmed and coarsely chopped // 3/4 cup half-and-half // 1 tablespoon soy sauce // 1/4 teaspoon ground black pepper // 1/4 teaspoon ground white pepper //,,,,,,,,,,,Cream of Asparagus Soup I //  1/4 cup margarine // 1 onion //  chopped // 3 stalks celery //  chopped // 3 tablespoons all-purpose flour // 4 cups water // 1 (10.5 ounce) can condensed chicken broth // 4 tablespoons chicken bouillon powder // 1 potato //  peeled and diced // 1 pound fresh asparagus //  trimmed and coarsely chopped // 3/4 cup half-and-half // 1 tablespoon soy sauce // 1/4 teaspoon ground black pepper // 1/4 teaspoon ground white pepper //
Avocado Shrimp Bisque, 3 avocados // 1 (14.5 ounce) can chicken broth // 2 cups milk // 1 teaspoon lemon juice // 2 teaspoons minced onion // 1/2 pound cooked fresh shrimp // 1/8 teaspoon salt // 1/8 teaspoon ground black pepper //,,,,,,,,,,,,,,,Avocado Shrimp Bisque //  3 avocados // 1 (14.5 ounce) can chicken broth // 2 cups milk // 1 teaspoon lemon juice // 2 teaspoons minced onion // 1/2 pound cooked fresh shrimp // 1/8 teaspoon salt // 1/8 teaspoon ground black pepper //
Polish Dill Pickle Soup, 1 pound beef neck bones // 1 cup mixed vegetables // 2 cups diced dill pickles // 2 quarts water // 2 cups diced potatoes // 3 tablespoons all-purpose flour // 1 cup milk // salt to taste //,,,,,,,,,,,,,,,Polish Dill Pickle Soup //  1 pound beef neck bones // 1 cup mixed vegetables // 2 cups diced dill pickles // 2 quarts water // 2 cups diced potatoes // 3 tablespoons all-purpose flour // 1 cup milk // salt to taste //
